AQS Code	CAMS	TCEQ Region	Reg#	EPA Reg	Site Name	Street Address	Urban Area	Latitude	Longitude	Elevation	Timezone	Params	Activation Date	Deactivation Date	Maintained By	Owned By
482010808	0608	HOUSTON	12	N	HRM-8 LaPorte C608	Fairmont Parkway 	HOUSTON, TX	29.6461110	-95.0563890	6.0	CENTRAL		01-Nov-1999	07-Dec-2001	Unknown	Houston Regional Monitoring
482011001		HOUSTON	12	Y	Center at 13th	1301 Center St at 13th St 	NOT IN AN URBAN AREA	29.6980560	-95.1238890	17.0	CENTRAL		01-Jan-1967	27-Dec-1984	City of Houston Health Department	TCEQ
482011002		HOUSTON	12	Y	Shell Oil Deer Park	Deer Park &#x28;Shell Oil&#x29; 	NOT IN AN URBAN AREA	29.7283330	-95.1205560	9.0	CENTRAL		01-Jan-1973	13-Apr-1983	City of Houston Health Department	City of Houston Health Department
482011003	0018	HOUSTON	12	Y	DEER PARK	1102 West Pasadena Blvd 		29.6791670	-95.1308330	6.0	CENTRAL		01-Jan-1981	23-Oct-1996	TCEQ	TCEQ
482011004		HOUSTON	12	Y	Cy-Fair High School	22602 Hempstead Hwy &#x28;Cy-Fair High School&#x29; 	NOT IN AN URBAN AREA	29.9366670	-95.6538890	48.0	CENTRAL		01-Jan-1972	27-Dec-1984	TCEQ	TCEQ
482011005		HOUSTON	12	Y	Cullen-Mowery	11212 Cullen at Mowery 	NOT IN AN URBAN AREA	29.6375000	-95.3552780	18.0	CENTRAL		01-Jan-1967	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482011006		HOUSTON	12	Y	Cullen-Elgin	3801 Cullen at Elgin &#x28;U of Houston&#x29; 	NOT IN AN URBAN AREA	29.7227780	-95.3458330	18.0	CENTRAL		01-Jan-1968	24-Jun-1984	City of Houston Health Department	City of Houston Health Department
482011008		HOUSTON	12	Y	Parkside-Strawberry	1114 Parkside &amp; Strawberry St 	NOT IN AN URBAN AREA	29.6700000	-95.1936110	12.0	CENTRAL		01-Jan-1983	27-Dec-1984	TCEQ	City of Houston Health Department
482011015	0165, 1015	HOUSTON	12	Y	Lynchburg Ferry	4364 Independence Parkway South 	HOUSTON, TX	29.7589371	-95.0793512	5.9	CENTRAL	146	24-Apr-2003		TCEQ	TCEQ
482011017	1017	HOUSTON	12	Y	Baytown Garth	4898 Ashbel Cove Drive, Trailer A 	HOUSTON, TX	29.8271581	-94.9883104	12.0	CENTRAL	9	05-Jun-2012		TCEQ	TCEQ
482011018		HOUSTON	12	Y	Kress-Lyons	Kress &amp; Lyons 	NOT IN AN URBAN AREA	29.7750000	-95.3083330	18.0	CENTRAL		01-Jan-1971	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482011024		HOUSTON	12	Y	Memorial	13602 Memorial 	NOT IN AN URBAN AREA	29.7730560	-95.6100000	35.0	CENTRAL		01-Jan-1968	31-Dec-1968	City of Houston Health Department	City of Houston Health Department
482011025		HOUSTON	12	Y	Chimney Rock	11616 Chimney Rock 	NOT IN AN URBAN AREA	29.6469440	-95.4825000	30.0	CENTRAL		01-Jan-1967	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482011026		HOUSTON	12	Y	West 43rd	2215 W 43rd 	NOT IN AN URBAN AREA	29.8302780	-95.4402780	35.0	CENTRAL		01-Jan-1967	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482011027		HOUSTON	12	Y	Airport Boulevard	7720 Airport Blvd 	NOT IN AN URBAN AREA	29.6555560	-95.2805560	30.0	CENTRAL		01-Jan-1967	31-Dec-1968	TCEQ	City of Houston Health Department
482011028		HOUSTON	12	Y	Phillips Petroleum Adams Terminal	Phillips Petroleum Adams Terminal 	NOT IN AN URBAN AREA	29.7183330	-95.1872220	12.0	CENTRAL		01-Jan-1973	27-Dec-1984	City of Houston Health Department	City of Houston Health Department
482011029		HOUSTON	12	Y	Genoa	Genoa &amp; Old Galveston Rd 	NOT IN AN URBAN AREA	29.6252780	-95.1986110	30.0	CENTRAL		01-Jan-1967	31-Dec-1968	City of Houston Health Department	City of Houston Health Department
482011034	0001	HOUSTON	12	Y	Houston East	1262 1&#x2f;2 Mae Drive 	HOUSTON, TX	29.7680220	-95.2205788	9.1	CENTRAL	101	01-Jan-1973		TCEQ	TCEQ
482011035	0055, 0113, 0304, 0403	HOUSTON	12	Y	Clinton	9525 1&#x2f;2 Clinton Dr 	HOUSTON, TX	29.7337419	-95.2576065		CENTRAL	168	01-Jan-1972		City of Houston Health Department	TCEQ
482011037	0407	HOUSTON	12	Y	HOUSTON CRAWFORD	1307 1&#x2f;2 Crawford St 	HOUSTON, TX	29.7511110	-95.3616670	12.0	CENTRAL		17-Aug-1971	27-Mar-2001	City of Houston Health Department	City of Houston Health Department
482011039	0035, 0139, 0235, 1001, 3000	HOUSTON	12	Y	Houston Deer Park &#x23;2	4413 Glenwood Avenue 	HOUSTON, TX	29.6705454	-95.1299361		CENTRAL	351	22-Oct-1996		TMSI	TCEQ
482011040	0051	HOUSTON	12	Y	ELLINGTON FIELD	Ellington Field City of Houston 	HOUSTON, TX	29.6130560	-95.1733330	12.0	CENTRAL		21-May-1997	03-May-2005	TCEQ	TCEQ
482011041	0166, 0245	HOUSTON	12	Y	SAN JACINTO MONUMENT	3824 1&#x2f;2 Battleground 	HOUSTON, TX	29.7519440	-95.0833330	6.0	CENTRAL		17-Apr-2000	01-May-2003	TCEQ	TCEQ
482011042	0309	HOUSTON	12	Y	Kingwood	3603 1&#x2f;2 West Lake Houston Pkwy 	HOUSTON, TX	30.0584604	-95.1897514	20.4	CENTRAL		15-Feb-2001	20-Jan-2017	City of Houston Health Department	City of Houston Health Department
482011043	0243	HOUSTON	12	Y	La Porte Airport C243	La Porte Airport 2434 Buchanan Street	HOUSTON, TX	29.6720413	-95.0646873	6.0	CENTRAL	8	09-Jun-2005		TCEQ	TCEQ
482011049	1049	HOUSTON	12	N	Pasadena Richey Elementary School	610 2&#x2f;3 South Richey Street 	HOUSTON, TX	29.7031224	-95.2219730		CENTRAL	55	01-Jul-2008		TCEQ	TCEQ
482011050	0045	HOUSTON	12	Y	Seabrook Friendship Park	4522 Park Rd 	HOUSTON, TX	29.5830870	-95.0155479		CENTRAL	13	29-Jul-2001		TCEQ	TCEQ
482011052	1052	HOUSTON	12	Y	Houston North Loop	822 North Loop 	HOUSTON, TX	29.8143865	-95.3878169	13.5	CENTRAL	12	13-Apr-2015		TCEQ	TCEQ
482011054	1054	HOUSTON	12	N	Houston Hartwick	2131 Hartwick 	HOUSTON, TX	29.8853560	-95.3523830	19.8	CENTRAL		06-Dec-2016	07-Apr-2017	TCEQ	TCEQ
482011056	1056	HOUSTON	12	Y	Houston Pleasantville Elementary	1437 1&#x2f;2 Gellhorn Drive 	HOUSTON, TX	29.7635062	-95.2721658	15.2	CENTRAL	117	05-Nov-2025		TCEQ	TCEQ
482011066	1066	HOUSTON	12	Y	Houston Southwest Freeway	5617 Westward Avenue 	HOUSTON, TX	29.7216209	-95.4926669	13.0	CENTRAL	10	22-Jan-2014		TCEQ	TCEQ
482011099	1099	HOUSTON	12	Y	Houston Finnigan Park	1141 1&#x2f;2 CARROLL OLIVER WAY 	HOUSTON, TX	29.7694264	-95.3190159	15.2	CENTRAL	118	05-Nov-2025		TCEQ	TCEQ
482011611	1611	HOUSTON	12	N	UH Launch Trailer	4604 Calhoun Rd 		29.7239970	-95.3391430	11.0	CENTRAL		12-Feb-2019	06-Nov-2023	University of Houston	University of Houston
482011614	1614	HOUSTON	12	N	HRM 16-Deer Park	600-658 Luella Ave 		29.7084870	-95.1141180	12.0	CENTRAL	55	01-Feb-2021		AECOM (formerly URS Corp)	Houston Regional Monitoring
482012001		HOUSTON	12	Y	Clinton Street	200 Clinton Street 	NOT IN AN URBAN AREA	29.7316670	-95.2405560	17.0	CENTRAL		01-Jan-1967	31-Dec-1968	City of Houston Health Department	City of Houston Health Department
482012002		HOUSTON	12	Y	Stewart Street	304 Stewart St 	NOT IN AN URBAN AREA	29.7344440	-95.2386110	17.0	CENTRAL		01-Jan-1983	27-Jun-1988	TCEQ	TCEQ
482012003		HOUSTON	12	Y	Chambers Elementary School	10700 Carvel Lane &#x28;Chambers Elem School&#x29; 	NOT IN AN URBAN AREA	29.6986110	-95.5677780	27.0	CENTRAL		01-Jan-1972	31-Dec-1981	TCEQ	TCEQ
482012004		HOUSTON	12	Y	Hartsock	10343 Hartsock at Bronson 	NOT IN AN URBAN AREA	29.6369440	-95.2283330	18.0	CENTRAL		01-Jan-1967	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482012005		HOUSTON	12	Y	West Harris	702 W Harris 	NOT IN AN URBAN AREA	29.6977780	-95.2183330	12.0	CENTRAL		01-Jan-1982	31-Dec-1984	TCEQ	TCEQ
482012006		HOUSTON	12	Y	San Jacinto Junior College	8060 Spencer Hwy &#x28;San Jacinto Jr College&#x29; 	NOT IN AN URBAN AREA	29.6538890	-95.1180560	12.0	CENTRAL		01-Jan-1972	31-Dec-1981	TCEQ	TCEQ
482013001		HOUSTON	12	Y	USEPA-482013001	810 Bagby St &#x28;Sam Houston Coliseum&#x29; 		29.7605560	-95.3702780	17.0	CENTRAL		01-Jan-1957	31-Dec-1988	US EPA National Exposure Research Lab	US EPA National Exposure Research Lab
482013002		HOUSTON	12	Y	North San Jacinto	811 N San Jacinto 	NOT IN AN URBAN AREA	29.7563890	-95.3702780	18.0	CENTRAL		01-Jan-1967	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482013003		HOUSTON	12	Y	San Antonio-Manchester	824 San Antonio at Manchester 	NOT IN AN URBAN AREA	29.7205560	-95.2838890	18.0	CENTRAL		01-Jan-1967	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482014001		HOUSTON	12	Y	Jacinto City	Jacinto City 	NOT IN AN URBAN AREA	29.7694440	-95.2450000	18.0	CENTRAL		01-Jan-1968	31-Dec-1968	City of Houston Health Department	City of Houston Health Department
482014002		HOUSTON	12	Y	Civic Center	618 San Jacinto &#x28;Civic Center roof&#x29; 	NOT IN AN URBAN AREA	29.6594440	-95.0158330	10.0	CENTRAL		01-Jan-1973	31-Dec-1981	TCEQ	TCEQ
482014003		HOUSTON	12	Y	North Munger	107 N Munger 	NOT IN AN URBAN AREA	29.7166670	-95.2000000	10.0	CENTRAL		01-Jan-1975	31-Dec-1981	City of Houston Health Department	City of Houston Health Department
482015001		HOUSTON	12	Y	La Porte Police Station	Police Station 	NOT IN AN URBAN AREA	29.6630560	-95.0250000	10.0	CENTRAL		01-Jan-1967	31-Dec-1968	City of Houston Health Department	City of Houston Health Department
482015002		HOUSTON	12	Y	Shaw	208 W Shaw 	HOUSTON, TX	29.7130560	-95.2125000	18.0	CENTRAL		01-Jan-1967	12-Jun-1997	TCEQ	TCEQ
482016000	0175, 1020	HOUSTON	12	N	Cesar Chavez	4829 A  Galveston Rd 	HOUSTON, TX	29.6843764	-95.2535951	11.0	CENTRAL	55	11-Mar-2004		TCEQ	TCEQ
482016001		HOUSTON	12	Y	USEPA-482016001	1211 E Southmore 	NOT IN AN URBAN AREA	0	0	16.0	CENTRAL		01-Jan-1967	31-Dec-1969	US EPA National Exposure Research Lab	US EPA National Exposure Research Lab
482017001		HOUSTON	12	Y	Seabrook Intermediate School	Seabrook Intermediate School 	HOUSTON, TX	29.5719440	-95.0166670	8.0	CENTRAL		01-Jan-1978	01-Jan-1983	TCEQ	TCEQ
482018001		HOUSTON	12	Y	South Houston Fire Station	1018 Dallas &#x28;Fire Station&#x29; 	NOT IN AN URBAN AREA	29.6655560	-95.2388890	14.0	CENTRAL		01-Jan-1972	31-Dec-1981	TCEQ	TCEQ
482019001		HOUSTON	12	Y	Tomball High School	701 W Main &#x28;Tomball High School&#x29; 	NOT IN AN URBAN AREA	30.0919440	-95.6219440	61.0	CENTRAL		01-Jan-1972	31-Dec-1981	TCEQ	TCEQ
482030002	0085	TYLER	05	Y	Karnack	Hwy 134 &amp; Spur 449 	LONGVIEW, TX	32.6690128	-94.1674672		CENTRAL	181	30-Jun-2001		TCEQ	TCEQ
482030003	0612	TYLER	05	N	Waskom C612	PR 1225 	TEXARKANA, TX-TEXARKANA, AR	32.4211110	-94.0638890	91.0	CENTRAL		21-May-2002	21-Oct-2003	Air Quality Solutions	University of Texas at Austin
482031079	1079	TYLER	05	Y	Hallsville Red Oak Road	9206 Red Oak Road 	NOT IN AN URBAN AREA	32.4702327	-94.4815758		CENTRAL	8	06-Dec-2016		TCEQ	TCEQ
482090001		AUSTIN	11	Y	Dunbar School	Comal &amp; Endicott &#x28;Dunbar School&#x29; 	NOT IN AN URBAN AREA	29.8791670	-97.9333330	183.0	CENTRAL		01-Jan-1971	31-Dec-1975	TCEQ	TCEQ
482090002		AUSTIN	11	Y	Hays County Health Department	Hays Co Health Dept 	NOT IN AN URBAN AREA	29.8813890	-97.9333330	183.0	CENTRAL		01-Jan-1975	31-Dec-1981	TCEQ	TCEQ
482090614	0614	AUSTIN	11	Y	Dripping Springs School	29400 Ranch Road 12 		30.2146162	-98.0833473	354.2	CENTRAL	7	11-Mar-2003		Weston Solutions	Capital Area Council of Governments
482090675	0675	AUSTIN	11	N	CAPCOG San Marcos	222 Sessoms  Drive 	NOT IN AN URBAN AREA	29.8908330	-97.9483330	226.0	CENTRAL		02-Jun-2006	14-Sep-2011	Air Quality Solutions	Capital Area Council of Governments
482091630	1630	AUSTIN	11	N	CAPCOG Lake Kyle Park	700 Lehman Rd 		29.9868480	-97.8626460	201.0	CENTRAL	8	05-Apr-2023		Weston Solutions	Capital Area Council of Governments
482091675	1675	AUSTIN	11	N	CAPCOG San Marcos Staples Road	599 Staples Road 	NOT IN AN URBAN AREA	29.8622810	-97.9288560	183.0	CENTRAL	7	20-Sep-2011		Weston Solutions	Capital Area Council of Governments
482150001		HARLINGEN	15	Y	McAllen Health Department	1920 Beech Ave &amp; N 20th &#x28;Health Dept&#x29; 	NOT IN AN URBAN AREA	26.2058330	-98.2416670	37.0	CENTRAL		01-Jan-1966	31-Dec-1981	TCEQ	TCEQ
482150002		HARLINGEN	15	Y	Progresso Elementary School	Progresso Elementary School 	NOT IN AN URBAN AREA	26.0888890	-97.9666670	26.0	CENTRAL		01-Jan-1974	31-Dec-1981	TCEQ	TCEQ
482150003		HARLINGEN	15	Y	Runn Elementary School	US 281 &amp; FM 493 &#x28;Runn Elem School&#x29; 	NOT IN AN URBAN AREA	26.0836110	-98.0583330	26.0	CENTRAL		01-Jan-1974	31-Dec-1978	TCEQ	TCEQ
482150004		HARLINGEN	15	Y	KGBT Radio	FM 491 &#x28;KGBT radio transmitter&#x29; 	NOT IN AN URBAN AREA	26.3833330	-97.9000000	23.0	CENTRAL		01-Jan-1974	31-Dec-1979	TCEQ	TCEQ
482150042	0042, 0142	HARLINGEN	15	Y	Edinburg	1902 West Schunior 	LAREDO, TX	26.3098580	-98.1831011	30.0	CENTRAL		07-Jan-1995	28-Oct-2008	TCEQ	TCEQ
482150043	0043, 0143	HARLINGEN	15	Y	Mission	2300 North Glasscock 	MCALLEN-EDINBURG-MISSION, TX	26.2262368	-98.2911441	37.0	CENTRAL	95	01-Jul-1995		University of Texas Rio Grande Valley	TCEQ
482151001		HARLINGEN	15	Y	Texas A&amp;I University	TX A&amp;I Univ &#x28;Citrus &amp; Veg Trail&#x29; 	NOT IN AN URBAN AREA	26.1652780	-97.9583330	23.0	CENTRAL		01-Jan-1974	31-Dec-1981	TCEQ	TCEQ
482151003		HARLINGEN	15	Y	Bicentennial at Maple	Bicentennial Blvd at Maple Ave 	MCALLEN-EDINBURG-MISSION, TX	26.2175000	-98.2358330	37.0	CENTRAL		01-Jan-1981	26-Jun-1988	TCEQ	TCEQ
482151046	1046	HARLINGEN	15	Y	Edinburg East Freddy Gonzalez Drive	1491 East Freddy Gonzalez Drive 	MCALLEN-EDINBURG-MISSION, TX	26.2884884	-98.1520611	10.0	CENTRAL	8	08-Jul-2015		University of Texas Rio Grande Valley	TCEQ
482151048	1048	HARLINGEN	15	Y	Mercedes	325 Golf Course Road 	BROWNSVILLE, TX	26.1310725	-97.9372883	18.0	CENTRAL		29-Oct-2008	10-Oct-2012	TCEQ	TCEQ
482210001	0073, 0681	DALLAS/FORT WORTH	04	Y	Granbury	200 N Gordon Street 		32.4423081	-97.8035487	226.0	CENTRAL	9	09-May-2000		TCEQ	TCEQ
482270001		MIDLAND	07	Y	Big Spring Fire Station &#x23;3	11th &amp; Birdwell &#x28;Fire Station &#x23;3&#x29; 	NOT IN AN URBAN AREA	32.2480560	-101.4666670	0	CENTRAL		01-Jan-1971	31-Dec-1977	TCEQ	TCEQ
482270002		MIDLAND	07	Y	Howard County Courthouse	3rd &amp; Main St &#x28;Howard Co Courthouse&#x29; 	NOT IN AN URBAN AREA	32.2513890	-101.4769440	731.0	CENTRAL		01-Jan-1975	23-Aug-1983	TCEQ	TCEQ
482271072	1072	MIDLAND	07	Y	Big Spring Midway	1218 N. Midway Rd 	MIDLAND, TX	32.2804251	-101.4071220		CENTRAL	8	03-Dec-2016		Weston Solutions	TCEQ
482311006	0198, 1006	DALLAS/FORT WORTH	04	Y	Greenville	824 Sayle Street 	DALLAS-FORT WORTH, TX	33.1530819	-96.1155864		CENTRAL	100	20-Mar-2003		TCEQ	TCEQ
482331073	1073	AMARILLO	01	Y	Borger FM 1559	19440 FM 1559 	NOT IN AN URBAN AREA	35.6760282	-101.4400400	945.4	CENTRAL	8	02-Nov-2016		TCEQ	TCEQ
482430001		EL PASO	06	Y	Jeff Davis County Courthouse	Courthouse 	NOT IN AN URBAN AREA	30.5833330	-103.8833330	1539.0	CENTRAL		01-Jan-1974	31-Dec-1974	TCEQ	TCEQ
482430002		EL PASO	06	Y	McDonald Observatory 1974-75	McDonald Observatory 	NOT IN AN URBAN AREA	30.6666670	-104.0083330	2070.0	CENTRAL		01-Jan-1974	31-Dec-1975	TCEQ	TCEQ
482430003		EL PASO	06	Y	McDonald Observatory 1976-81	McDonald Observatory 	NOT IN AN URBAN AREA	30.6666670	-104.0083330	2070.0	CENTRAL		01-Jan-1976	31-Dec-1981	TCEQ	TCEQ
482430004	0317	EL PASO	06	Y	McDonald Observatory	HC 75 Box 1337-MCD 		30.6693621	-104.0246568	1829.0	CENTRAL		18-Mar-2002	07-Aug-2011	TCEQ	TCEQ
482450001		BEAUMONT	10	Y	Beaumont Health Department	950 Washington Blvd &#x28;City Health Dept&#x29; 		30.0583330	-94.0933330	7.0	CENTRAL		01-Jan-1959	31-Dec-1988	US EPA National Exposure Research Lab	TCEQ
482450002		BEAUMONT	10	Y	Port Neches Avenue B	307 Ave B 	NOT IN AN URBAN AREA	29.9916670	-93.9583330	5.0	CENTRAL		01-Jan-1971	31-Dec-1979	Jefferson County Health Department	Jefferson County Health Department
482450003		BEAUMONT	10	Y	Jefferson County Airport 1971-81	Jefferson Co Airport 	NOT IN AN URBAN AREA	29.9541670	-94.0166670	11.0	CENTRAL		01-Jan-1971	31-Dec-1981	TCEQ	TCEQ
482450004		BEAUMONT	10	Y	Gulf States Utilities Neches Station	Gulf States Utilities Neches Station 	NOT IN AN URBAN AREA	30.0647220	-94.0458330	9.0	CENTRAL		01-Jan-1973	31-Dec-1973	Jefferson County Health Department	Jefferson County Health Department
482450005		BEAUMONT	10	Y	Beaumont Water Plant	Beaumont Water Plant 	NOT IN AN URBAN AREA	30.0980560	-94.0958330	10.0	CENTRAL		01-Jan-1971	31-Dec-1973	Jefferson County Health Department	Jefferson County Health Department
482450006		BEAUMONT	10	Y	Beaumont Avenue	431 Beaumont Ave 	NOT IN AN URBAN AREA	29.8702780	-93.9344440	9.0	CENTRAL		01-Jan-1973	31-Dec-1979	TCEQ	TCEQ
482450007		BEAUMONT	10	Y	Lampman Drive Fire Station	6297 Hwy 105 at Lampman Dr &#x28;Fire Station&#x29; 	NOT IN AN URBAN AREA	30.1316670	-94.1758330	11.0	CENTRAL		01-Jan-1976	31-Dec-1981	TCEQ	TCEQ
482450008		BEAUMONT	10	Y	Lamar University	755 E Virginia at Lamar Univ 	NOT IN AN URBAN AREA	30.0416670	-94.0791670	13.0	CENTRAL		01-Jan-1979	31-Dec-1981	TCEQ	TCEQ
482450009	0002, 0112, 2002	BEAUMONT	10	Y	Beaumont Downtown	1086 Vermont Avenue 	BEAUMONT, TX	30.0364813	-94.0710743	10.1	CENTRAL	145	01-Jan-1980		TCEQ	TCEQ
482450010		BEAUMONT	10	Y	Tyrell School	4401 Ferndale &#x28;Tyrell School&#x29; 	NOT IN AN URBAN AREA	29.7180560	-93.8969440	0	CENTRAL		01-Jan-1981	01-Jan-1985	TCEQ	TCEQ
482450011	0028, 0128, 0228	BEAUMONT	10	Y	Port Arthur West	623 Ellias Street 	PORT ARTHUR, TX	29.8975143	-93.9910868	41.0	CENTRAL	178	01-Jan-1981		TCEQ	TCEQ
482450014	0119	BEAUMONT	10	N	Groves	3355 Grandview Ave &amp; 32nd St 	BEAUMONT, TX	29.9611247	-93.8959164	5.0	CENTRAL	91	01-Sep-1993		TCEQ	TCEQ
482450017	0136	BEAUMONT	10	N	Port Neches Avenue L	605 Avenue L 	BEAUMONT, TX	29.9825319	-93.9528727	7.0	CENTRAL	91	25-Jul-1994		TCEQ	TCEQ
482450018	1019, 2001	BEAUMONT	10	Y	Jefferson County Airport	End of 90th Street &#x40; Jefferson County Airport 	PORT ARTHUR, TX	29.9428283	-94.0007948	-0.5	CENTRAL	92	01-Oct-1994		TCEQ	TCEQ
482450019	0131, 2000	BEAUMONT	10	N	City Service Center &#x2f; PA	201 H O Mills Blvd 	PORT ARTHUR, TX	29.8938491	-93.9792618	3.0	CENTRAL		09-May-1997	28-Apr-2019	TCEQ	TCEQ
482450020	0054, 0130	BEAUMONT	10	Y	CARROLL STREET PARK	Grant &amp; Grove Streets 	BEAUMONT, TX	30.0660458	-94.0773862	6.0	CENTRAL		18-Nov-1997	30-Jul-2008	TCEQ	TCEQ
482450021	0303, 0689	BEAUMONT	10	Y	Port Arthur Memorial School	2200 Jefferson Drive 	PORT ARTHUR, TX	29.9229305	-93.9090010		CENTRAL	6	06-Mar-2000		AECOM (formerly URS Corp)	South East Texas Regional Planning Commission
482450022	0064, 0654	BEAUMONT	10	Y	Hamshire	12552 Second St 	PORT ARTHUR, TX	29.8639616	-94.3178016	4.6	CENTRAL	13	10-Feb-2000		TCEQ	TCEQ
482450101	0640, 1654	BEAUMONT	10	Y	SETRPC  40  Sabine Pass	5200 Mechanic 	PORT ARTHUR, TX	29.7279401	-93.8940880	-0.5	CENTRAL	10	01-Jan-2000		AECOM (formerly URS Corp)	South East Texas Regional Planning Commission
482450102	0643	BEAUMONT	10	Y	SETRPC 43 Jefferson Co Airport	Jefferson County Airport 	PORT ARTHUR, TX	29.9427442	-94.0006780		CENTRAL	11	05-Aug-2008		AECOM (formerly URS Corp)	South East Texas Regional Planning Commission
482450628	0628, 1628, 628	BEAUMONT	10	Y	SETRPC Port Arthur	6956 James Gamble Drive 	PORT ARTHUR, TX	29.8677560	-93.9511630	5.0	CENTRAL	17	05-Oct-2004		AECOM (formerly URS Corp)	South East Texas Regional Planning Commission
482451001		BEAUMONT	10	Y	Hogaboom Road	Hwy 366 &amp; Hogaboom Rd 	NOT IN AN URBAN AREA	29.9666670	-93.9250000	6.0	CENTRAL		01-Jan-1966	31-Dec-1969	TCEQ	TCEQ
482451004		BEAUMONT	10	Y	McKinley Water Station	4925 McKinley &#x28;Water Station&#x29; 	NOT IN AN URBAN AREA	29.9583330	-93.9166670	11.0	CENTRAL		01-Jan-1971	31-Dec-1971	Jefferson County Health Department	Jefferson County Health Department
482451005		BEAUMONT	10	Y	Port Arthur Service Center	Hwy 73 Service Center 	NOT IN AN URBAN AREA	29.8958330	-93.9791670	7.0	CENTRAL		01-Jan-1971	01-Jul-1975	Jefferson County Health Department	Jefferson County Health Department
482451006		BEAUMONT	10	Y	Neches Drive	917 Neches Drive 	NOT IN AN URBAN AREA	29.9830560	-93.9458330	5.0	CENTRAL		01-Jan-1971	31-Dec-1971	Jefferson County Health Department	Jefferson County Health Department
482451008		BEAUMONT	10	Y	Port Arthur Main Sewage Plant	Port Arthur Main Sewage Plant 	NOT IN AN URBAN AREA	29.9291670	-93.8791670	8.0	CENTRAL		01-Jan-1973	31-Dec-1973	Jefferson County Health Department	Jefferson County Health Department
482451009		BEAUMONT	10	Y	Memorial Blvd	Memorial Blvd 	PORT ARTHUR, TX	29.9094440	-93.9433330	11.0	CENTRAL		01-Nov-1979	31-Dec-1988	TCEQ	TCEQ
482451010		BEAUMONT	10	Y	Chriswell	200 Chriswell 	BEAUMONT, TX	30.0969440	-94.0955560	0	CENTRAL		03-Sep-1992	30-Dec-1996	TCEQ	TCEQ
482451035	1035	BEAUMONT	10	Y	Nederland 17th Street	1516 17th Street 	BEAUMONT, TX	29.9799751	-94.0047780	3.2	CENTRAL	64	30-Aug-2006		TCEQ	TCEQ
482451050	1050	BEAUMONT	10	Y	Beaumont Mary	598 Craig Street 	BEAUMONT, TX	30.0714815	-94.0948968	7.0	CENTRAL	92	13-Oct-2010		TCEQ	TCEQ
482451071	1071	BEAUMONT	10	Y	Port Arthur West 7th Street Gate 2	West 7th Street, Valero Port Arthur Gate 2 	PORT ARTHUR, TX	29.8441082	-93.9652527	2.4	CENTRAL	8	30-Sep-2016		TCEQ	TCEQ
482452001		BEAUMONT	10	Y	Winnie &amp; Hamshire	between Winnie &amp; Hamshire 	NOT IN AN URBAN AREA	29.8333330	-94.3375000	9.0	CENTRAL		01-Jan-1973	31-Dec-1973	Jefferson County Health Department	Jefferson County Health Department
482452003		BEAUMONT	10	Y	Orchard Street	103 Orchard St 	NOT IN AN URBAN AREA	29.9708330	-93.9291670	5.0	CENTRAL		01-Jan-1971	31-Dec-1971	Jefferson County Health Department	Jefferson County Health Department
482452004		BEAUMONT	10	Y	West 90th Street	West end of 90th St 	NOT IN AN URBAN AREA	29.9430560	-94.0027780	11.0	CENTRAL		01-Jan-1979	31-Dec-1981	TCEQ	TCEQ
482452005		BEAUMONT	10	Y	Port Neches Sewage Plant	Port Neches Sewage Plant 	NOT IN AN URBAN AREA	29.9458330	-93.9458330	11.0	CENTRAL		01-Jan-1971	31-Dec-1974	Jefferson County Health Department	Jefferson County Health Department
482453001		BEAUMONT	10	Y	Memorial &amp; 32nd	32nd &amp; Memorial Blvd 	NOT IN AN URBAN AREA	29.9144440	-93.9411110	5.0	CENTRAL		01-Jan-1967	31-Dec-1971	TCEQ	TCEQ
482453004		BEAUMONT	10	Y	Picton Towing	Port Arthur Docks &#x28;Picton Towing Co&#x29; 	NOT IN AN URBAN AREA	29.8375000	-93.9583330	9.0	CENTRAL		01-Jan-1973	31-Dec-1973	Jefferson County Health Department	Jefferson County Health Department
482454004		BEAUMONT	10	Y	Park Street	1200 Park St 	NOT IN AN URBAN AREA	29.9655560	-93.9538890	12.0	CENTRAL		01-Jan-1972	01-Jul-1975	Jefferson County Health Department	Jefferson County Health Department
482510001		DALLAS/FORT WORTH	04	Y	Cleburne State Park	Cleburne State Park 	NOT IN AN URBAN AREA	32.2516670	-97.5477780	239.0	CENTRAL		01-Jan-1981	26-Jul-1986	TCEQ	TCEQ
482510002		DALLAS/FORT WORTH	04	Y	Cleburne City Service Center	512 Industrial Blvd &#x28;City Service Center&#x29; 	NOT IN AN URBAN AREA	32.3872220	-97.4033330	250.0	CENTRAL		20-Feb-1990	31-Dec-1990	TCEQ	TCEQ
482510003	0077, 0682	DALLAS/FORT WORTH	04	Y	Cleburne Airport	1650 Airport Drive 		32.3535918	-97.4367902	250.0	CENTRAL	9	10-May-2000		TCEQ	TCEQ
