AQS Code	CAMS	TCEQ Region	Reg#	EPA Reg	Site Name	Street Address	Urban Area	Latitude	Longitude	Elevation	Timezone	Params	Activation Date	Deactivation Date	Maintained By	Owned By
482511008	1008	DALLAS/FORT WORTH	04	Y	Johnson County Luisa	2420 Luisa Ln 	DALLAS-FORT WORTH, TX	32.4696904	-97.1692606	209.0	CENTRAL	91	23-Nov-2010		City of Fort Worth Environmental Quality	TCEQ
482511063	1063	DALLAS/FORT WORTH	04	N	Mansfield Flying L Lane	1310 Flying L Lane 	DALLAS-FORT WORTH, TX	32.5418000	-97.1175000	198.0	CENTRAL	56	01-Oct-2012		AECOM (formerly URS Corp)	North Texas Commission
482511501	1501	DALLAS/FORT WORTH	04	N	Godley FM2331	12404 FM2331 	DALLAS-FORT WORTH, TX	32.4818210	-97.5267590	308.0	CENTRAL	56	13-Jul-2013		AECOM (formerly URS Corp)	North Texas Commission
482530001		ABILENE	03	Y	South Swenson	209 South Swenson 	NOT IN AN URBAN AREA	32.9425000	-99.7994440	533.0	CENTRAL		01-Jan-1984	10-Mar-1986	TCEQ	TCEQ
482551070	1070	SAN ANTONIO	13	Y	Karnes County	1100B East Main Avenue 	SAN ANTONIO, TX	28.8804495	-97.8880366	131.7	CENTRAL	59	17-Dec-2014		San Antonio Metropolitan Health District	TCEQ
482570001		DALLAS/FORT WORTH	04	Y	Colquitt Road	1000 Colquitt Rd 	NOT IN AN URBAN AREA	32.7605560	-96.3116670	0	CENTRAL		01-Mar-1991	31-Dec-1991	TCEQ	TCEQ
482570002		DALLAS/FORT WORTH	04	Y	Tejas Drive	105 Tejas Drive 	NOT IN AN URBAN AREA	32.7250000	-96.3188890	0	CENTRAL		24-May-1992	26-May-1993	TCEQ	TCEQ
482570003		DALLAS/FORT WORTH	04	Y	South Virgina Street	1133A South Virginia Street 		32.7244440	-96.2766670	0	CENTRAL		04-Aug-1992	30-Dec-1996	TCEQ	TCEQ
482570005	0071	DALLAS/FORT WORTH	04	Y	Kaufman	3790 S Houston St 		32.5649630	-96.3176769		CENTRAL	16	11-Sep-2000		TCEQ	TCEQ
482570020	1089	DALLAS/FORT WORTH	04	Y	Terrell Jamison Court	8 Jamison Ct 	DALLAS-FORT WORTH, TX	32.7285196	-96.3184510		CENTRAL	9	22-Dec-2010		TCEQ	TCEQ
482591622	1622	SAN ANTONIO	13	N	Boerne Lake	51 Ranger Creek Road 		29.8177649	-98.7719765	474.0	CENTRAL		03-May-2021	19-Nov-2021	Weston Solutions	Alamo Area Council of Governments
482730314	0314	CORPUS CHRISTI	14	Y	National Seashore	20420 Park Road 	CORPUS CHRISTI, TX	27.4224391	-97.3008663	20.0	CENTRAL	8	25-Oct-2002		TCEQ	TCEQ
482850649	0649	CORPUS CHRISTI	14	N	Halletsville	1454 B East Cemetary Rd 		29.4472220	-96.9325000	73.0	CENTRAL		29-Aug-2005	07-Nov-2006	Air Quality Solutions	University of Texas at Austin
482910089		HOUSTON	12	Y	Liberty Municipal Park	Liberty Municipal Park Cook &amp; Vinson Drive	NOT IN AN URBAN AREA	30.0861110	-94.7830560	0	CENTRAL		01-Jan-1988	31-Dec-1988	TCEQ	TCEQ
482910699	0699	HOUSTON	12	N	UH West Liberty	91 Weldon Texaco Road CR 615&#x2f;610 N 	HOUSTON, TX	30.0583000	-94.9781000	24.0	CENTRAL		31-Mar-2010	22-Feb-2021	University of Houston	University of Houston
482911626	1626	HOUSTON	12	N	Liberty Sam Houston Library	404 FM 1011 		30.0966000	-94.7634000	24.0	CENTRAL		26-Mar-2021	18-Jul-2024	University of Houston	University of Houston
483030001	0306	LUBBOCK	02	Y	Lubbock	5th Street at Ave K 	LUBBOCK, TX	33.5908510	-101.8475940	975.0	CENTRAL		01-Jan-1961	22-Jun-2005	TCEQ	TCEQ
483030002		LUBBOCK	02	Y	Fire Station &#x23;2	22nd &amp; Ave X &#x28;Fire Station &#x23;2&#x29; 	NOT IN AN URBAN AREA	33.5725000	-101.8666670	1195.0	CENTRAL		01-Jan-1970	27-Aug-1976	Lubbock City-County Health Department	Lubbock City-County Health Department
483030003		LUBBOCK	02	Y	Lubbock 51st &amp; Wayne	51st and Wayne 	NOT IN AN URBAN AREA	33.5480560	-101.9177780	1193.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030004		LUBBOCK	02	Y	Wolfforth Post Office	Post Office 	NOT IN AN URBAN AREA	33.5080560	-102.0083330	1194.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030005		LUBBOCK	02	Y	Lubbock 51st Street	1216 51st 	NOT IN AN URBAN AREA	33.5480560	-101.8472220	1193.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030006		LUBBOCK	02	Y	Vanda	4706 Vanda 	NOT IN AN URBAN AREA	33.5672220	-101.9041670	1193.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030008		LUBBOCK	02	Y	Globe	2626 Globe 	NOT IN AN URBAN AREA	33.5805560	-101.9388890	1193.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030009		LUBBOCK	02	Y	Frankfort	1801 Frankfort 	NOT IN AN URBAN AREA	33.5805560	-101.9388890	1192.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030010		LUBBOCK	02	Y	Lubbock 19th Street	4423 19th St 	NOT IN AN URBAN AREA	33.5419440	-101.8663890	988.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030011		LUBBOCK	02	Y	Lubbock 20th Street	2424 20th 	NOT IN AN URBAN AREA	33.5783330	-101.8675000	993.0	CENTRAL		01-Jan-1971	31-Dec-1971	Lubbock City-County Health Department	Lubbock City-County Health Department
483030012		LUBBOCK	02	Y	Lubbock 14th Street	502 14th 	NOT IN AN URBAN AREA	33.5827780	-101.8416670	1194.0	CENTRAL		01-Jan-1971	31-Dec-1972	Lubbock City-County Health Department	Lubbock City-County Health Department
483030013		LUBBOCK	02	Y	East 17th Street	3402 E 17th 	NOT IN AN URBAN AREA	33.5802780	-101.7972220	1194.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030014		LUBBOCK	02	Y	Erskine	3301 Erskine 	NOT IN AN URBAN AREA	33.6066670	-101.8847220	1193.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030015		LUBBOCK	02	Y	Harvard	1315 Harvard 	NOT IN AN URBAN AREA	33.6116670	-101.8508330	1193.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030017		LUBBOCK	02	Y	Lubbock Airport	Airport North of Water Tower 	NOT IN AN URBAN AREA	33.6594440	-101.8194440	1193.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483030020		LUBBOCK	02	Y	Lubbock 73rd Street	1935 73rd St 	NOT IN AN URBAN AREA	33.5283330	-101.8563890	1193.0	CENTRAL		01-Jan-1972	01-Jul-1978	Lubbock City-County Health Department	Lubbock City-County Health Department
483030021		LUBBOCK	02	Y	Zenith Fire Station	Zenith &#x28;Fire Station&#x29; 	NOT IN AN URBAN AREA	33.5886110	-101.8083330	1195.0	CENTRAL		01-Jan-1972	01-Jul-1978	Lubbock City-County Health Department	Lubbock City-County Health Department
483030023		LUBBOCK	02	Y	Lubbock State School	N University Ave &#x28;Lubbock State School&#x29; 	NOT IN AN URBAN AREA	33.6191670	-101.8708330	986.0	CENTRAL		01-Jan-1977	31-Dec-1980	TCEQ	TCEQ
483030025		LUBBOCK	02	Y	Wolfforth City Limits	1&#x2f;4 Mi E Hwy 179 &amp; Loop 193 		33.5105560	-102.0044440	0	CENTRAL		09-Feb-1994	18-May-1995	TCEQ	TCEQ
483030325	0325	LUBBOCK	02	Y	Lubbock-PM25	1502 Mac Davis Drive 	LUBBOCK, TX	33.5907784	-101.8504183	900.0	CENTRAL		20-Aug-2008	17-Nov-2014	Texas Tech University	TCEQ
483031001		LUBBOCK	02	Y	Idalou City Hall	City Hall 	NOT IN AN URBAN AREA	33.6625000	-101.6833330	1195.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483031002		LUBBOCK	02	Y	Slaton City Hall	City Hall 	NOT IN AN URBAN AREA	33.4333330	-101.6375000	993.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483031003		LUBBOCK	02	Y	Shallowater Tower	Water Tower 	NOT IN AN URBAN AREA	33.6900000	-101.9916670	1194.0	CENTRAL		01-Jan-1971	31-Dec-1973	Lubbock City-County Health Department	Lubbock City-County Health Department
483031028	1028	LUBBOCK	02	Y	Lubbock 12th Street	3901 East 12th Street 	LUBBOCK, TX	33.5855654	-101.7869680	501.0	CENTRAL	8	13-Aug-2016		Texas Tech University	TCEQ
483090001		WACO	09	Y	USEPA-483090001	City Hall 		31.5569440	-97.1222220	130.0	CENTRAL		01-Jan-1958	31-Dec-1974	US EPA National Exposure Research Lab	US EPA National Exposure Research Lab
483090007		WACO	09	Y	Bosque Blvd	2800 Bosque Blvd 	WACO, TX	31.5480560	-97.1638890	129.0	CENTRAL		01-Jan-1973	31-Dec-1988	TCEQ	TCEQ
483090008		WACO	09	Y	Washington Park	215 N 4th &amp; Columbus &#x28;Washington Park&#x29; 	NOT IN AN URBAN AREA	31.5588890	-97.1322220	130.0	CENTRAL		01-Jan-1976	31-Dec-1981	TCEQ	TCEQ
483091002		WACO	09	Y	WACO	6801 Sanger Ave Suite 2500 	WACO, TX	31.5205560	-97.2005560	0	CENTRAL		01-Jan-2000	01-Apr-2003	TCEQ	TCEQ
483091037	1037	WACO	09	Y	Waco Mazanec	4472 Mazanec Rd 	WACO, TX	31.6530838	-97.0706989	143.0	CENTRAL	12	16-Apr-2007		AECOM (formerly URS Corp)	TCEQ
483095010	5010	WACO	09	N	Waco KACT	Waco Regional Airport 	WACO, TX	31.6113890	-97.2305560	152.0	CENTRAL		02-Sep-2005	25-Feb-2022	National Weather Service	National Weather Service
483110001		LAREDO	16	Y	McMullen County Courthouse	County Courthouse 	NOT IN AN URBAN AREA	28.4619440	-98.5486110	82.0	CENTRAL		01-Jan-1975	31-Dec-1979	TCEQ	TCEQ
483150050	0050	TYLER	05	Y	CYPRESS RIVER AIRPORT	FM 134 East of Jefferson 	LONGVIEW, TX	32.7427780	-94.3033330	67.0	CENTRAL		22-Apr-1998	30-Jun-2001	TCEQ	TCEQ
483210001		HOUSTON	12	Y	USEPA-483210001	Colorado River Intracoastal Canal Locks 		28.6852780	-95.9733330	5.0	CENTRAL		01-Jan-1965	31-Dec-1980	US EPA National Exposure Research Lab	US EPA National Exposure Research Lab
483230003		LAREDO	16	Y	Maverick County Tax Office	Quarry &amp; Madison &#x28;County Tax Office&#x29; 	NOT IN AN URBAN AREA	28.6833330	-100.5000000	226.0	CENTRAL		01-Jan-1971	31-Dec-1977	TCEQ	TCEQ
483230004	0319, 0655	LAREDO	16	Y	Eagle Pass	265 Foster Maldonado 	LAREDO, TX	28.7046290	-100.4511540		CENTRAL	8	01-Jun-2005		Eagle Pass ISD	TCEQ
483290001		MIDLAND	07	Y	Midland City Hall	100 Illinois Ave &#x28;City Hall roof&#x29; 	NOT IN AN URBAN AREA	32.0063890	-102.0708330	858.0	CENTRAL		01-Jan-1971	02-Dec-1982	TCEQ	TCEQ
483290002		MIDLAND	07	Y	Midland Civic Center	100 N Main St &#x28;Civic Center&#x29; 	NOT IN AN URBAN AREA	31.9977780	-102.0741670	847.0	CENTRAL		01-Jan-1983	27-Dec-1984	TCEQ	TCEQ
483291095	1095	MIDLAND	07	N	Midland Avalon Drive	5510-U Avalon Drive 	ODESSA, TX	32.0343387	-102.1829660		CENTRAL	57	02-Sep-2021		TCEQ	TCEQ
483311075	1075	WACO	09	Y	Rockdale John D. Harper Road	3990 John D Harper Road 	WACO, TX	30.5695340	-97.0762940	194.0	CENTRAL		19-Nov-2016	05-Jun-2020	TCEQ	TCEQ
483371507	1507	ABILENE	03	N	Bowie Patterson Street	1032 Patterson Street 		33.5589600	-97.8296580	339.0	CENTRAL	90	31-Oct-2013		AECOM (formerly URS Corp)	North Texas Commission
483390001		HOUSTON	12	Y	West Davis	3200 West Davis 	NOT IN AN URBAN AREA	30.3211110	-95.4833330	65.0	CENTRAL		01-Jan-1975	31-Dec-1976	TCEQ	TCEQ
483390078	0078	HOUSTON	12	Y	Conroe Relocated	9472A Hwy 1484 		30.3503280	-95.4251220		CENTRAL	13	01-Oct-2001		TCEQ	TCEQ
483390088		HOUSTON	12	Y	Gulf States Utilities	3000 N Frazier &#x28;Gulf States Utilities&#x29; 	NOT IN AN URBAN AREA	30.3380560	-95.4522220	0	CENTRAL		01-Jan-1988	31-Dec-1988	TCEQ	TCEQ
483390089	0065	HOUSTON	12	Y	CONROE	10137 Carl Pickering Memorial Drive 		30.3538890	-95.4216670	33.0	CENTRAL		01-Oct-1999	01-Jun-2002	TCEQ	TCEQ
483390698	0698	HOUSTON	12	N	UH WG Jones Forest	5203 Magnolia Parkway FM 1488 	HOUSTON, TX	30.2362000	-95.4832000	56.0	CENTRAL		31-Mar-2010	18-Jul-2024	University of Houston	University of Houston
483395006	5006	HOUSTON	12	N	Conroe Airport KCXO	Montgomery County Airport 	BRYAN-COLLEGE STATION, TX	30.3566670	-95.4138890	61.0	CENTRAL		22-Jan-2003	25-Feb-2022	National Weather Service	National Weather Service
483410001		AMARILLO	01	Y	Dumas Junior High School	Dumas Jr High at 5th &amp; Durrett Ave 	NOT IN AN URBAN AREA	35.8602780	-101.9636110	1118.0	CENTRAL		01-Jan-1975	31-Dec-1976	TCEQ	TCEQ
483430001		TYLER	05	Y	Lone Star Steel Works	near the Lone Star Steel Works 	NOT IN AN URBAN AREA	32.9186110	-94.7102780	125.0	CENTRAL		01-Jan-1982	01-May-1983	TCEQ	TCEQ
483430002		TYLER	05	Y	Lone Star City Hall	Industrial Blvd &#x28;City Hall&#x29; 	NOT IN AN URBAN AREA	32.9388890	-94.7138890	125.0	CENTRAL		01-Jan-1983	27-Dec-1984	TCEQ	TCEQ
483470001		BEAUMONT	10	Y	SFA University Forestry Building	SFA University &#x28;Forestry Building&#x29; 	NOT IN AN URBAN AREA	31.6280560	-94.6472220	86.0	CENTRAL		01-Jan-1975	01-Jan-1977	TCEQ	TCEQ
483470002		BEAUMONT	10	Y	Nacodoches Fire Station	408 Stallings Dr SW &#x28;Fire Station&#x29; 	NOT IN AN URBAN AREA	31.5775000	-94.6750000	94.0	CENTRAL		01-Jan-1982	24-Jul-1983	TCEQ	TCEQ
483490001		DALLAS/FORT WORTH	04	Y	Corsicana Library	100 N 12th St &#x28;City Library roof&#x29; 	NOT IN AN URBAN AREA	32.0919440	-96.4663890	0	CENTRAL		01-Jan-1981	10-Oct-1983	TCEQ	TCEQ
483491051	1051	DALLAS/FORT WORTH	04	Y	Corsicana Airport	Corsicana Airport 	DALLAS-FORT WORTH, TX	32.0319461	-96.3991474	128.0	CENTRAL	15	16-Jun-2009		TCEQ	TCEQ
483491081	1081	DALLAS/FORT WORTH	04	Y	Richland Southeast 1220 Road	Southeast 1220 Road 	NOT IN AN URBAN AREA	31.9041010	-96.3518731	100.9	CENTRAL	8	16-Nov-2016		TCEQ	TCEQ
483495014	5014	DALLAS/FORT WORTH	04	N	Corsicana KCRS	C David Campbell Field-Corsicana Municipal Airport 	DALLAS-FORT WORTH, TX	32.0280560	-96.4005560	128.0	CENTRAL		01-Aug-2005	15-Nov-2020	National Weather Service	National Weather Service
483510639	0639	BEAUMONT	10	N	Newton NTRD C639	1128 CR 1011 		30.8847222	-93.7419444	91.0	CENTRAL		22-Jul-2005	07-Nov-2006	Air Quality Solutions	University of Texas at Austin
483550001		CORPUS CHRISTI	14	Y	Morgan Street	3041 Morgan Street 	CORPUS CHRISTI, TX	27.7772220	-97.4236110	12.0	CENTRAL		01-Jan-1957	31-Dec-1988	TCEQ	TCEQ
483550002		CORPUS CHRISTI	14	Y	Upper River Road	8800 Upper River Rd 	NOT IN AN URBAN AREA	27.8338890	-97.5394440	11.0	CENTRAL		01-Jan-1964	31-Dec-1969	TCEQ	TCEQ
483550003		CORPUS CHRISTI	14	Y	Corpus Christi Fire Station &#x23;7	Staples &amp; Doddridge &#x28;Fire Station &#x23;7&#x29; 	CORPUS CHRISTI, TX	27.7377780	-97.3875000	14.0	CENTRAL		01-Jan-1969	26-Jun-1988	TCEQ	TCEQ
483550004		CORPUS CHRISTI	14	Y	Bulk Materials Dock	Bulk Materials Dock &#x28;Maint Bldg roof&#x29; 	NOT IN AN URBAN AREA	27.8188890	-97.4555560	7.0	CENTRAL		01-Jan-1969	01-Jul-1978	TCEQ	TCEQ
483550005		CORPUS CHRISTI	14	Y	US Weather Bureau	International Airport &#x28;US Weather Bureau&#x29; 	NOT IN AN URBAN AREA	27.7747220	-97.5013890	17.0	CENTRAL		01-Jan-1970	30-Jul-1984	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550006		CORPUS CHRISTI	14	Y	Holly Road Water Pump House	Holly Rd &amp; Everhart &#x28;Water Pump House&#x29; 	NOT IN AN URBAN AREA	27.7041670	-97.3916670	12.0	CENTRAL		01-Jan-1971	31-Dec-1971	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550007		CORPUS CHRISTI	14	Y	Kostoryz Fire Station	4645 Kostoryz &#x28;Fire Station &#x23;8&#x29; 	NOT IN AN URBAN AREA	27.7277780	-97.4138890	14.0	CENTRAL		01-Jan-1971	31-Dec-1979	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550008		CORPUS CHRISTI	14	Y	Louisiana Fire Station	821 Lousiana &#x28;Fire Station 6&#x29; 	NOT IN AN URBAN AREA	27.7666670	-97.3958330	14.0	CENTRAL		01-Jan-1971	31-Dec-1979	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550009		CORPUS CHRISTI	14	Y	South Caranchua Fire Station	209 S Caranchua &#x28;Fire Station &#x23;1&#x29; 	NOT IN AN URBAN AREA	27.7880560	-97.3977780	16.0	CENTRAL		01-Jan-1971	31-Dec-1974	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550010		CORPUS CHRISTI	14	Y	La Retama Library	505 Mesquite &#x28;La Retama Library&#x29; 	NOT IN AN URBAN AREA	27.7977780	-97.3938890	21.0	CENTRAL		01-Jan-1971	31-Dec-1971	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550011		CORPUS CHRISTI	14	Y	Horne Road Fire Station	1502 Horne Rd &#x28;Fire Station 10&#x29; 	NOT IN AN URBAN AREA	27.7597220	-97.4319440	12.0	CENTRAL		01-Jan-1971	31-Dec-1979	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550012		CORPUS CHRISTI	14	Y	Corpus Christi Fire Station &#x23;5	Leopard &amp; Nueces Bay &#x28;Fire Staion &#x23;5&#x29; 	CORPUS CHRISTI, TX	27.7966670	-97.4269440	13.0	CENTRAL		01-Jan-1971	30-Dec-1996	TCEQ	TCEQ
483550013		CORPUS CHRISTI	14	Y	Navigation Boulevard Fire Station	501 Navigation Blvd &#x28;Fire Station 9&#x29; 	NOT IN AN URBAN AREA	27.8147220	-97.3958330	12.0	CENTRAL		01-Jan-1971	31-Dec-1979	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550014		CORPUS CHRISTI	14	Y	Flour Bluff Health Department Annex	Flour Bluff Hlt Dept Anx Kennedy Causeway 	NOT IN AN URBAN AREA	27.6613890	-97.2694440	15.0	CENTRAL		01-Jan-1971	31-Dec-1971	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550015		CORPUS CHRISTI	14	Y	Rand Morgan Road Fire Station	Rand Morgan Rd &#x28;Fire Staton &#x23;12&#x29; 	NOT IN AN URBAN AREA	27.8197220	-97.5472220	12.0	CENTRAL		01-Jan-1971	30-Jul-1984	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550016		CORPUS CHRISTI	14	Y	Cantwell Lane	Cantwell Lane 	NOT IN AN URBAN AREA	27.8208330	-97.4347220	9.0	CENTRAL		01-Jan-1970	31-Dec-1978	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550017		CORPUS CHRISTI	14	Y	Pipe Line Sign Navigation Boulevard	Navigation Blvd &#x28;Pipe Line sign&#x29; 	NOT IN AN URBAN AREA	27.8250000	-97.4291670	13.0	CENTRAL		01-Jan-1973	31-Dec-1976	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550019		CORPUS CHRISTI	14	Y	Old Galveston Road	410 Block Old Galveston Rd 	NOT IN AN URBAN AREA	27.7894440	-97.4333330	12.0	CENTRAL		01-Jan-1973	31-Dec-1981	TCEQ	TCEQ
483550020	0121	CORPUS CHRISTI	14	Y	NAVIGATION	1111 Navigation Blvd Corpus Christi 	CORPUS CHRISTI, TX	27.8069440	-97.4541670	8.0	CENTRAL		01-Jan-1973	30-Sep-2002	TCEQ	TCEQ
483550021		CORPUS CHRISTI	14	Y	Horne Road	1702 Horne Road 	NOT IN AN URBAN AREA	27.7577780	-97.4286110	20.0	CENTRAL		01-Jan-1977	31-Dec-1979	Corpus Christi-Nueces County Dept of Public Health	Corpus Christi-Nueces County Dept of Public Health
483550022		CORPUS CHRISTI	14	Y	West Guth Park	9705 Up River Rd &#x28;West Guth Park&#x29; 	NOT IN AN URBAN AREA	27.8338890	-97.5525000	17.0	CENTRAL		01-Jan-1977	31-Dec-1981	TCEQ	TCEQ
483550023		CORPUS CHRISTI	14	Y	Navigation Blvd	N of Ship Channel near Navigation Blvd 	CORPUS CHRISTI, TX	27.8247220	-97.4455560	6.0	CENTRAL		01-Jan-1980	31-Dec-1988	TCEQ	TCEQ
483550024		CORPUS CHRISTI	14	Y	Leopard Street	11408 Leopard St 	NOT IN AN URBAN AREA	27.8472220	-97.5875000	12.0	CENTRAL		01-Jan-1980	30-Jun-1988	Corpus Christi-Nueces County Dept of Public Health	TCEQ
483550025	0004	CORPUS CHRISTI	14	Y	Corpus Christi West	902 Airport Road 	CORPUS CHRISTI, TX	27.7653414	-97.4342717	10.0	CENTRAL	9	01-Jan-1981		TCEQ	TCEQ
483550026	0021	CORPUS CHRISTI	14	Y	Corpus Christi Tuloso	9860 La Branch 	CORPUS CHRISTI, TX	27.8324294	-97.5554260		CENTRAL	9	01-Jan-1984		TCEQ	TCEQ
483550029	0168, 0170, 0195	CORPUS CHRISTI	14	N	Corpus Christi Hillcrest	1802 Nueces Bay Blvd &#x28;Citgo Refinery Co&#x29; 	CORPUS CHRISTI, TX	27.8075515	-97.4192352	6.0	CENTRAL	91	01-Nov-1994		TCEQ	TCEQ
483550030	0164	CORPUS CHRISTI	14	Y	CORPUS CHRISTI POTH	Poth Lane Near Oak Park Area 	CORPUS CHRISTI, TX	27.8077780	-97.4344440	6.0	CENTRAL		22-Jul-1993	04-Oct-1998	TCEQ	TCEQ
483550032	0098, 0149, 0155	CORPUS CHRISTI	14	Y	Corpus Christi Huisache	3810 Huisache Street 	CORPUS CHRISTI, TX	27.8044885	-97.4315277	6.0	CENTRAL	95	06-Aug-1997		TCEQ	TCEQ
483550034	0199, 0635	CORPUS CHRISTI	14	Y	Dona Park	5707 Up River Rd 	CORPUS CHRISTI, TX	27.8118221	-97.4656982	9.1	CENTRAL	168	31-Jan-2001		TCEQ	TCEQ
483550035	0634	CORPUS CHRISTI	14	N	Oak Park	842 Erwin Street 		27.7988890	-97.4338890	12.0	CENTRAL		02-Dec-2004	23-May-2016	TMSI	UTCEER
483550036	0629	CORPUS CHRISTI	14	N	Port Grain Elevator	2001B East Navigation Blvd 		27.8175000	-97.4197222	12.0	CENTRAL		01-Dec-2004	23-May-2016	TMSI	UTCEER
483550037	0630	CORPUS CHRISTI	14	N	J.I Hailey	2702B East Navigation Blvd 	CORPUS CHRISTI, TX	27.8244444	-97.4325000	12.0	CENTRAL		30-Nov-2004	23-May-2016	TMSI	UTCEER
483550038	0631	CORPUS CHRISTI	14	N	Inner Harbor	3149B Suntide Road 		27.8452778	-97.5255556	12.0	CENTRAL		29-Nov-2004	15-May-2012	TMSI	UTCEER
483550039	0632	CORPUS CHRISTI	14	N	FHR Easement	8401B Up River Road 		27.8272222	-97.5288889	12.0	CENTRAL		29-Nov-2004	23-May-2016	TMSI	UTCEER
483550041	0633	CORPUS CHRISTI	14	N	Solar Estates	9122 Leopard St 		27.8291667	-97.5436111	12.0	CENTRAL		01-Dec-2004	31-May-2017	TMSI	UTCEER
483550083	0083	CORPUS CHRISTI	14	N	Corpus Christi Palm	1511 Palm Drive 	CORPUS CHRISTI, TX	27.8029036	-97.4198894	6.0	CENTRAL	56	18-May-2010		Orsat	TCEQ
483550660	0660	CORPUS CHRISTI	14	N	Holly Road	4801 Holly Road 	CORPUS CHRISTI, TX	27.7030560	-97.3875000	3.0	CENTRAL		18-Jan-2006	03-Dec-2018	Texas A&M Kingsville	City of Corpus Christi
483550664	0664	CORPUS CHRISTI	14	N	Violet	3515 FM 1694 	CORPUS CHRISTI, TX	27.7577780	-97.6194440	3.0	CENTRAL		12-Jan-2006	12-Feb-2019	Texas A&M Kingsville	City of Corpus Christi
483551024	1024	CORPUS CHRISTI	14	N	Williams Park	2518 Dempsey Rd 	CORPUS CHRISTI, TX	27.8038112	-97.4137638	6.0	CENTRAL	7	08-Aug-2005		TCEQ	TCEQ
483610001		BEAUMONT	10	Y	Orange 7th at Elm	7th St at Elm 	NOT IN AN URBAN AREA	30.0966670	-93.7361110	6.0	CENTRAL		01-Jan-1966	31-Dec-1971	TCEQ	TCEQ
483610002		BEAUMONT	10	Y	Orange Health Department	701 2nd St City Health Dept 	NOT IN AN URBAN AREA	30.0966670	-93.7361110	13.0	CENTRAL		01-Jan-1967	31-Dec-1976	TCEQ	TCEQ
483611001	0009, 0141	BEAUMONT	10	Y	West Orange	2700 Austin Ave 	BEAUMONT, TX	30.0852575	-93.7613656	3.0	CENTRAL	12	01-Jan-1974		TCEQ	TCEQ
483611083	1083	BEAUMONT	10	Y	Orange 1st Street	2239 1st Street 	BEAUMONT, TX	30.1537840	-93.7259583	8.0	CENTRAL	8	03-Oct-2016		TCEQ	TCEQ
483611100	0311, 0642, 0665	BEAUMONT	10	Y	SETRPC 42 Mauriceville	Intersection of TX Hwys 62 &amp; 12 	PORT ARTHUR, TX	30.1942894	-93.8671358		CENTRAL	81	01-Jan-1999		AECOM (formerly URS Corp)	South East Texas Regional Planning Commission
483631502	1502	DALLAS/FORT WORTH	04	N	Mineral Wells 23rd Street	2000 NE 23rd Street 		32.8186710	-98.0916410	325.0	CENTRAL	90	21-Aug-2013		AECOM (formerly URS Corp)	North Texas Commission
483650627	0627	TYLER	05	N	Panola C627	Unknown 	LONGVIEW, TX	32.3555560	-94.0516670	104.0	CENTRAL		05-Jul-2004	30-Oct-2006	Unknown	East Texas Council of Governments
